project_url,sha_detected,node_id,project_name,java_class,test_method,module
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.nio.protocol.TestBufferingNHttpHandlers#testHttpPostsChunked,apache-httpcore,org.apache.http.nio.protocol.TestBufferingNHttpHandlers,testHttpPostsChunked,httpcore-nio
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.nio.protocol.TestBufferingNHttpHandlers#testHttpPostsHTTP10,apache-httpcore,org.apache.http.nio.protocol.TestBufferingNHttpHandlers,testHttpPostsHTTP10,httpcore-nio
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.nio.protocol.TestBufferingNHttpHandlers#testHttpPostsWithExpectContinue,apache-httpcore,org.apache.http.nio.protocol.TestBufferingNHttpHandlers,testHttpPostsWithExpectContinue,httpcore-nio
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers#testInputThrottling,apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers,testInputThrottling,httpcore-nio
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers#testSimpleHttpGets,apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers,testSimpleHttpGets,httpcore-nio
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers#testSimpleHttpPostsChunked,apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers,testSimpleHttpPostsChunked,httpcore-nio
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers#testSimpleHttpPostsHTTP10,apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers,testSimpleHttpPostsHTTP10,httpcore-nio
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.pool.TestConnPool#testCloseExpired,apache-httpcore,org.apache.http.pool.TestConnPool,testCloseExpired,httpcore
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.pool.TestConnPool#testCloseIdle,apache-httpcore,org.apache.http.pool.TestConnPool,testCloseIdle,httpcore
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.pool.TestConnPool#testCreateNewIfExpired,apache-httpcore,org.apache.http.pool.TestConnPool,testCreateNewIfExpired,httpcore
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.pool.TestConnPool#testLeaseTimeout,apache-httpcore,org.apache.http.pool.TestConnPool,testLeaseTimeout,httpcore
https://github.com/apache/httpcore,49247d208bde47f652812493e1d3576e136b8eb8,org.apache.http.pool.TestConnPool#testStatefulConnectionRedistributionOnPerRouteMaxLimit,apache-httpcore,org.apache.http.pool.TestConnPool,testStatefulConnectionRedistributionOnPerRouteMaxLimit,httpcore
https://github.com/doanduyhai/Achilles,f52f7ec93b3da758119dbbbc1be8dad8e8783764,info.archinnov.achilles.internal.statement.wrapper.RegularStatementWrapperTest#should_trace_query,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.wrapper.RegularStatementWrapperTest,should_trace_query,achilles-core
https://github.com/doanduyhai/Achilles,f52f7ec93b3da758119dbbbc1be8dad8e8783764,info.archinnov.achilles.test.integration.tests.ClusteredEntityIT#should_persist_with_ttl,doanduyhai-Achilles,info.archinnov.achilles.test.integration.tests.ClusteredEntityIT,should_persist_with_ttl,integration-test
https://github.com/doanduyhai/Achilles,f52f7ec93b3da758119dbbbc1be8dad8e8783764,info.archinnov.achilles.test.integration.tests.ClusteredEntityIT#should_update_with_ttl,doanduyhai-Achilles,info.archinnov.achilles.test.integration.tests.ClusteredEntityIT,should_update_with_ttl,integration-test
https://github.com/doanduyhai/Achilles,f52f7ec93b3da758119dbbbc1be8dad8e8783764,info.archinnov.achilles.test.integration.tests.SecondaryIndexIT#should_return_entities_for_indexed_query,doanduyhai-Achilles,info.archinnov.achilles.test.integration.tests.SecondaryIndexIT,should_return_entities_for_indexed_query,integration-test
https://github.com/elasticjob/elastic-job-lite,b022898e,io.elasticjob.lite.event.rdb.JobEventRdbSearchTest#assertFindJobExecutionEventsWithTime,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.JobEventRdbSearchTest,assertFindJobExecutionEventsWithTime,elastic-job-lite-core
https://github.com/elasticjob/elastic-job-lite,b022898e,io.elasticjob.lite.event.rdb.JobEventRdbSearchTest#assertFindJobStatusTraceEventsWithTime,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.JobEventRdbSearchTest,assertFindJobStatusTraceEventsWithTime,elastic-job-lite-core
https://github.com/elasticjob/elastic-job-lite,b022898e,io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest#assertGetRegistryCenterTime,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest,assertGetRegistryCenterTime,elastic-job-lite-core
https://github.com/jknack/handlebars.java,db77ef2b6fd2bac7498b4124b95c47f753cf3a2f,com.github.jknack.handlebars.HumanizeHelperTest#naturalTime,jknack-handlebars.java,com.github.jknack.handlebars.HumanizeHelperTest,naturalTime,handlebars-humanize
https://github.com/joel-costigliola/assertj-core,22be3825d4e7b1561cfdfa131446b24d6462b305,org.assertj.core.api.date.DateAssert_with_string_based_date_representation_Test#date_assertion_should_support_timestamp_string_representation,joel-costigliola-assertj-core,org.assertj.core.api.date.DateAssert_with_string_based_date_representation_Test,date_assertion_should_support_timestamp_string_representation,.
https://github.com/ninjaframework/ninja,b1b58e874188e0aa2e80cfa020a284213a587f09,controllers.ApplicationControllerTest#testThatHomepageWorks,ninjaframework-ninja,controllers.ApplicationControllerTest,testThatHomepageWorks,ninja-servlet-integration-test
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.classic.net.SMTPAppender_GreenTest#testCustomBufferSize,qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest,testCustomBufferSize,logback-classic
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.classic.net.SMTPAppender_GreenTest#testCustomEvaluator,qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest,testCustomEvaluator,logback-classic
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.classic.pattern.ConverterTest#testRelativeTime,qos-ch-logback,ch.qos.logback.classic.pattern.ConverterTest,testRelativeTime,logback-classic
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.classic.rolling.UniqueFileTest#basic,qos-ch-logback,ch.qos.logback.classic.rolling.UniqueFileTest,basic,logback-classic
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.classic.spi.PackagingDataCalculatorTest#perfTest,qos-ch-logback,ch.qos.logback.classic.spi.PackagingDataCalculatorTest,perfTest,logback-classic
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest#gafferInstallFilter,qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest,gafferInstallFilter,logback-classic
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest#scan_LOGBACK_474,qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest,scan_LOGBACK_474,logback-classic
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.core.AsyncAppenderBaseTest#workerShouldStopEvenIfInterruptExceptionConsumedWithinSubappender,qos-ch-logback,ch.qos.logback.core.AsyncAppenderBaseTest,workerShouldStopEvenIfInterruptExceptionConsumedWithinSubappender,logback-core
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.core.FileAppenderResilienceTest#smoke,qos-ch-logback,ch.qos.logback.core.FileAppenderResilienceTest,smoke,logback-core
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.core.net.DefaultSocketConnectorTest#testConnectionFails,qos-ch-logback,ch.qos.logback.core.net.DefaultSocketConnectorTest,testConnectionFails,logback-core
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.core.recovery.RecoveryCoordinatorTest#actualTime,qos-ch-logback,ch.qos.logback.core.recovery.RecoveryCoordinatorTest,actualTime,logback-core
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.core.recovery.ResilientOutputStreamTest#verifyRecuperationAfterFailure,qos-ch-logback,ch.qos.logback.core.recovery.ResilientOutputStreamTest,verifyRecuperationAfterFailure,logback-core
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.core.rolling.TimeBasedRollingTest#withMissingTargetDirWithCompression,qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingTest,withMissingTargetDirWithCompression,logback-core
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.core.rolling.TimeBasedRollingTest#withMissingTargetDirWithZipCompression,qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingTest,withMissingTargetDirWithZipCompression,logback-core
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.core.rolling.TimeBasedRollingWithArchiveRemoval_Test#dailyRolloverWithInactivity10,qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingWithArchiveRemoval_Test,dailyRolloverWithInactivity10,logback-core
https://github.com/qos-ch/logback,0f57531977287fd3d8c9046e9f68e281715f3b10,ch.qos.logback.core.util.FileUtilTest#basicCopyingWorks,qos-ch-logback,ch.qos.logback.core.util.FileUtilTest,basicCopyingWorks,logback-core
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario0,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectBlockingScenario0,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario1,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectBlockingScenario1,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario2,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectBlockingScenario2,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario3,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectBlockingScenario3,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario5,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectBlockingScenario5,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario6,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectBlockingScenario6,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario7,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectBlockingScenario7,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario8,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectBlockingScenario8,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario9,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectBlockingScenario9,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectScenario0,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectScenario0,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectScenario1,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectScenario1,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectScenario2,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectScenario2,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectScenario3,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectScenario3,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectScenario4,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectScenario4,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectScenario5,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectScenario5,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectScenario7,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectScenario7,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectScenario8,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectScenario8,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue256Test#runReconnectScenario9,tootallnate-java-websocket,org.java_websocket.issues.Issue256Test,runReconnectScenario9,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue580Test#runNoCloseBlockingTestScenario7,tootallnate-java-websocket,org.java_websocket.issues.Issue580Test,runNoCloseBlockingTestScenario7,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.issues.Issue677Test#testIssue,tootallnate-java-websocket,org.java_websocket.issues.Issue677Test,testIssue,.
https://github.com/tootallnate/java-websocket,fa3909c3,org.java_websocket.protocols.ProtoclHandshakeRejectionTest#testHandshakeRejectionTestCase10,tootallnate-java-websocket,org.java_websocket.protocols.ProtoclHandshakeRejectionTest,testHandshakeRejectionTestCase10,.
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.cache.support.TestDefaultSynchronizedCacheStrategyDecorator#shouldCheckOnlyAfterTimeout,wro4j-wro4j,ro.isdc.wro.cache.support.TestDefaultSynchronizedCacheStrategyDecorator,shouldCheckOnlyAfterTimeout,wro4j-core
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.extensions.processor.TestBourbonCssProcessor#shouldBeThreadSafe,wro4j-wro4j,ro.isdc.wro.extensions.processor.TestBourbonCssProcessor,shouldBeThreadSafe,wro4j-extensions
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#executeMultipleTimesDoesntThrowOutOfMemoryException,wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor,executeMultipleTimesDoesntThrowOutOfMemoryException,wro4j-extensions
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldBeThreadSafe,wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor,shouldBeThreadSafe,wro4j-extensions
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldFailWhenInvalidSassCssIsProcessed,wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor,shouldFailWhenInvalidSassCssIsProcessed,wro4j-extensions
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldSucceedAfterAFailure,wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor,shouldSucceedAfterAFailure,wro4j-extensions
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldTestFromFolder,wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor,shouldTestFromFolder,wro4j-extensions
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine#cannotProcessInvalidCss,wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine,cannotProcessInvalidCss,wro4j-extensions
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine#shouldProcessValidCss,wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine,shouldProcessValidCss,wro4j-extensions
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine#shouldProcessValidSass,wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine,shouldProcessValidSass,wro4j-extensions
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.maven.plugin.TestWro4jMojo#shouldBeFasterWhenRunningProcessingInParallel,wro4j-wro4j,ro.isdc.wro.maven.plugin.TestWro4jMojo,shouldBeFasterWhenRunningProcessingInParallel,wro4j-maven-plugin
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.model.resource.locator.TestUrlUriLocator#testValidUrl,wro4j-wro4j,ro.isdc.wro.model.resource.locator.TestUrlUriLocator,testValidUrl,wro4j-core
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.model.resource.locator.support.TestDispatcherStreamLocator#canLocateValidResource,wro4j-wro4j,ro.isdc.wro.model.resource.locator.support.TestDispatcherStreamLocator,canLocateValidResource,wro4j-core
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.util.concurrent.TestTaskExecutor#shouldBeFasterWhenRunningMultipleSlowTasks,wro4j-wro4j,ro.isdc.wro.util.concurrent.TestTaskExecutor,shouldBeFasterWhenRunningMultipleSlowTasks,wro4j-core
https://github.com/wro4j/wro4j,7e3801e19fb43183c59607663ebd53c27a95cf77,ro.isdc.wro.util.concurrent.TestTaskExecutor#shouldHaveMinimalOverheadWhenRunningASingleTask,wro4j-wro4j,ro.isdc.wro.util.concurrent.TestTaskExecutor,shouldHaveMinimalOverheadWhenRunningASingleTask,wro4j-core
https://github.com/zxing/zxing,59ea393a08e568d0c662707bccf56895acfb02cf,com.google.zxing.aztec.encoder.EncoderTest#testAztecWriter,zxing-zxing,com.google.zxing.aztec.encoder.EncoderTest,testAztecWriter,core
https://github.com/zxing/zxing,59ea393a08e568d0c662707bccf56895acfb02cf,com.google.zxing.pdf417.decoder.ec.ErrorCorrectionTestCase#testTooManyErrors,zxing-zxing,com.google.zxing.pdf417.decoder.ec.ErrorCorrectionTestCase,testTooManyErrors,core
